73	h5nc	4B	5000				
-	4078	SI_Boss_Cirno_3	167	192	0	64	64
-	4079	SI_Boss_Cirno_4	167	0	64	64	64
-	4080	SI_Boss_Cirno_5	167	64	64	64	64
-	4081	SI_Boss_Cirno_6	167	128	64	64	64
-	4082	SI_Boss_Cirno_7	167	192	64	64	64
-	4083	SI_Boss_Cirno_8	167	0	128	64	64
-	4084	SI_Boss_Cirno_9	167	64	128	64	64
-	4085	SI_Boss_Cirno_10	167	128	128	64	64
-	4086	SI_Boss_Cirno_11	167	192	128	64	64
-	4087	SI_Boss_Lyrica_0	168	0	0	48	80
-	4088	SI_Boss_Lyrica_1	168	48	0	48	80
-	4089	SI_Boss_Lyrica_2	168	96	0	48	80
-	4090	SI_Boss_Lyrica_3	168	0	80	48	80
-	4091	SI_Boss_Lyrica_4	168	48	80	48	80
-	4092	SI_Boss_Lyrica_5	168	96	80	48	80
-	4093	SI_Boss_Mystia_0	169	0	0	48	64
-	4094	SI_Boss_Mystia_1	169	48	0	48	64
-	4095	SI_Boss_Mystia_2	169	96	0	48	64
-	4096	SI_Boss_Mystia_3	169	144	0	48	64
-	4097	SI_Boss_Mystia_4	169	0	64	48	64
-	4098	SI_Boss_Mystia_5	169	48	64	48	64
-	4099	SI_Boss_Mystia_6	169	96	64	48	64
-	4100	SI_Boss_Mystia_7	169	144	64	48	64
-	4101	SI_Boss_Mystia_8	169	0	128	48	64
-	4102	SI_Boss_Mystia_9	169	48	128	48	64
-	4103	SI_Boss_Mystia_10	169	96	128	48	64
-	4104	SI_Boss_Mystia_11	169	144	128	48	64
-	4105	SI_Boss_Marlin_0	170	0	0	48	80
-	4106	SI_Boss_Marlin_1	170	48	0	48	80
-	4107	SI_Boss_Marlin_2	170	96	0	48	80
-	4108	SI_Boss_Marlin_3	170	144	0	48	80
-	4109	SI_Boss_Marlin_4	170	0	80	48	80
-	4110	SI_Boss_Marlin_5	170	48	80	48	80
-	4111	SI_Boss_Lunasa_0	171	0	0	48	80
-	4112	SI_Boss_Lunasa_1	171	48	0	48	80
-	4113	SI_Boss_Lunasa_2	171	96	0	48	80
-	4114	SI_Boss_Lunasa_3	171	144	0	48	80
-	4115	SI_Boss_Lunasa_4	171	192	0	48	80
-	4116	SI_Boss_Tei_0	172	0	0	64	64
-	4117	SI_Boss_Tei_1	172	64	0	64	64
-	4118	SI_Boss_Tei_2	172	128	0	64	64
-	4119	SI_Boss_Tei_3	172	192	0	64	64
-	4120	SI_Boss_Tei_4	172	0	64	64	64
-	4121	SI_Boss_Tei_5	172	64	64	64	64
-	4122	SI_Boss_Tei_6	172	128	64	64	64
-	4123	SI_Boss_Tei_7	172	192	64	64	64
-	4124	SI_Boss_Tei_8	172	0	128	64	64
-	4125	SI_Boss_Tei_9	172	64	128	64	64
-	4126	SI_Boss_Tei_10	172	128	128	64	64
-	4127	SI_Boss_Tei_11	172	192	128	64	64
-	4128	SI_Boss_Yuka_0	173	0	0	64	64
-	4129	SI_Boss_Yuka_1	173	64	0	64	64
-	4130	SI_Boss_Yuka_2	173	128	0	64	64
-	4131	SI_Boss_Yuka_3	173	192	0	64	64
-	4132	SI_Boss_Yuka_4	173	0	64	64	64
-	4133	SI_Boss_Yuka_5	173	64	64	64	64
-	4134	SI_Boss_Yuka_6	173	128	64	64	64
-	4135	SI_Boss_Yuka_7	173	192	64	64	64
-	4136	SI_Boss_Yuka_8	173	0	128	64	64
-	4137	SI_Boss_Yuka_9	173	64	128	64	64
-	4138	SI_Boss_Yuka_10	173	128	128	64	64
-	4139	SI_Boss_Reisen_0	174	0	0	64	80
-	4140	SI_Boss_Reisen_1	174	64	0	64	80
-	4141	SI_Boss_Reisen_2	174	128	0	64	80
-	4142	SI_Boss_Reisen_3	174	192	0	64	80
-	4143	SI_Boss_Reisen_4	174	0	80	64	80
-	4144	SI_Boss_Reisen_5	174	64	80	64	80
-	4145	SI_Boss_Reisen_6	174	128	80	64	80
-	4146	SI_Boss_Reisen_7	174	192	80	64	80
-	4147	SI_Boss_Reisen_8	174	0	160	64	80
-	4148	SI_Boss_Reisen_9	174	64	160	64	80
-	4149	SI_Boss_Reisen_10	174	128	160	64	80
-	4150	SI_Boss_Reisen_11	174	192	160	64	80
-	4151	SI_Boss_Alice_0	175	0	0	48	64
-	4152	SI_Boss_Alice_1	175	48	0	48	64
-	4153	SI_Boss_Alice_2	175	96	0	48	64
-	4154	SI_Boss_Alice_3	175	144	0	48	64
-	4155	SI_Boss_Alice_4	175	192	0	48	64
-	4156	SI_Boss_Alice_5	175	0	64	48	64
-	4157	SI_Boss_Alice_6	175	48	64	48	64
-	4158	SI_Boss_Alice_7	175	96	64	48	64
-	4159	SI_Boss_Alice_8	175	144	64	48	64
-	4160	SI_Boss_Yamaxanadu_0	176	0	0	64	80
-	4161	SI_Boss_Yamaxanadu_1	176	64	0	64	80
-	4162	SI_Boss_Yamaxanadu_2	176	128	0	64	80
-	4163	SI_Boss_Yamaxanadu_3	176	192	0	64	80
-	4164	SI_Boss_Yamaxanadu_4	176	0	80	64	80
-	4165	SI_Boss_Yamaxanadu_5	176	64	80	64	80
-	4166	SI_Boss_Yamaxanadu_6	176	128	80	64	80
-	4167	SI_Boss_Yamaxanadu_7	176	192	80	64	80
-	4168	SI_Boss_Yamaxanadu_8	176	0	160	64	80
-	4169	SI_Boss_Komachi_0	177	0	0	64	64
-	4170	SI_Boss_Komachi_1	177	64	0	64	64
-	4171	SI_Boss_Komachi_2	177	128	0	64	64
-	4172	SI_Boss_Komachi_3	177	192	0	64	64
-	4173	SI_Boss_Komachi_4	177	0	64	64	64
-	4174	SI_Boss_Komachi_5	177	64	64	64	64
-	4175	SI_Boss_Komachi_6	177	128	64	64	64
-	4176	SI_Boss_Komachi_7	177	192	64	64	64
-	4177	SI_Boss_Komachi_8	177	0	128	64	64
-	4178	SI_Boss_Komachi_9	177	64	128	64	64
-	4179	SI_Boss_Komachi_10	177	128	128	64	64
-	4180	SI_Boss_Komachi_11	177	192	128	64	64
-	4181	SI_Boss_Remilia_0	178	0	0	64	80
-	4182	SI_Boss_Remilia_1	178	64	0	64	80
-	4183	SI_Boss_Remilia_2	178	128	0	64	80
-	4184	SI_Boss_Remilia_3	178	192	0	64	80
-	4185	SI_Boss_Remilia_4	178	0	80	64	80
-	4186	SI_Boss_Remilia_5	178	64	80	64	80
-	4187	SI_Boss_Remilia_6	178	128	80	64	80
-	4188	SI_Boss_Remilia_7	178	192	80	64	80
-	4189	SI_Boss_ReimuII_0	179	0	0	64	80
-	4190	SI_Boss_ReimuII_1	179	64	0	64	80
-	4191	SI_Boss_ReimuII_2	179	128	0	64	80
-	4192	SI_Boss_ReimuII_3	179	192	0	64	80
-	4193	SI_Boss_ReimuII_4	179	0	80	64	80
-	4194	SI_Boss_ReimuII_5	179	64	80	64	80
-	4195	SI_Boss_ReimuII_6	179	128	80	64	80
-	4196	SI_Boss_ReimuII_7	179	192	80	64	80
-	4197	SI_Boss_ReimuII_8	179	0	160	64	80
-	4198	SI_Boss_ReimuII_9	179	64	160	64	80
-	4199	SI_Boss_ReimuII_10	179	128	160	64	80
-	4200	SI_Boss_ReimuII_11	179	192	160	64	80
-	4201	SI_Boss_MarisaII_0	180	0	0	64	80
-	4202	SI_Boss_MarisaII_1	180	64	0	64	80
-	4203	SI_Boss_MarisaII_2	180	128	0	64	80
-	4204	SI_Boss_MarisaII_3	180	192	0	64	80
-	4205	SI_Boss_MarisaII_4	180	0	80	64	80
-	4206	SI_Boss_MarisaII_5	180	64	80	64	80
-	4207	SI_Boss_MarisaII_6	180	128	80	64	80
-	4208	SI_Boss_MarisaII_7	180	192	80	64	80
-	4209	SI_Boss_MarisaII_8	180	0	160	64	80
-	4210	SI_Boss_Yukari_0	181	0	192	80	96
-	4211	SI_Boss_Yukari_1	181	0	288	80	96
-	4212	SI_Boss_Yukari_2	181	80	288	80	96
-	4213	SI_Boss_Yukari_3	181	160	288	80	96
-	4214	SI_Boss_Yukari_4	181	0	384	80	96
-	4215	SI_Boss_Yukari_5	181	80	384	80	96
-	4216	SI_Boss_Yukari_6	181	160	384	80	96
-	4217	SI_Boss_Yukari_7	181	80	192	80	96
-	4218	SI_Boss_Yukari_8	181	160	192	80	96
-	4219	SI_Boss_Sanae_0	182	0	0	64	64
-	4220	SI_Boss_Sanae_1	182	64	0	64	64
-	4221	SI_Boss_Sanae_2	182	128	0	64	64
-	4222	SI_Boss_Sanae_3	182	192	0	64	64
-	4223	SI_Boss_Sanae_4	182	0	64	64	64
-	4224	SI_Boss_Sanae_5	182	64	64	64	64
-	4225	SI_Boss_Sanae_6	182	128	64	64	64
-	4226	SI_Boss_Sanae_7	182	192	64	64	64
-	4227	SI_Boss_Sanae_8	182	0	128	64	80
-	4228	SI_Boss_Sanae_9	182	64	128	64	80
-	4229	SI_Boss_Sanae_10	182	128	128	64	80
-	4230	SI_Boss_Hatate_0	183	0	0	64	80
-	4231	SI_Boss_Hatate_1	183	64	0	64	80
-	4232	SI_Boss_Hatate_2	183	128	0	64	80
-	4233	SI_Boss_Hatate_3	183	192	0	64	80
-	4234	SI_Boss_Hatate_4	183	0	80	64	80
-	4235	SI_Boss_Hatate_5	183	64	80	64	80
-	4236	SI_Boss_Hatate_6	183	128	80	64	80
-	4237	SI_Boss_Hatate_7	183	192	80	64	80
-	4238	SI_Boss_Hatate_8	183	0	160	64	80
-	4239	SI_Boss_Hatate_9	183	64	160	64	80
-	4240	SI_Boss_Hatate_10	183	128	160	64	80
-	4241	SI_Boss_Hatate_11	183	192	160	64	80
